Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
12,Denim Low Rise Solid Pocket Barrel-leg Jeans,Navy,Oversized,Low Rise,Long,50% Cotton 25% Polyester 25% Lyocell,Solid,Yes,Daily Casual,Button Pocket Zipper,Barrel-leg Trousers,https://img1.shopcider.com/product/1758159120000-yDtNMB.jpg,https://www.shopcider.com/goods/denim-low-rise-solid-pocket-barrel-leg-jeans-114763813?style_id=2182536&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114763813&shopPage=12&shopIndex=12&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B12&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=13&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ0LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzU4MTU5MTIwMDAwLXlEdE5NQi5qcGciLCJzcHUiOjExNDc2MzgxMywic3B1Q29kZSI6IkNEMjAyNTA0MjM2MTMwMDVKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5MDY4My1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiJjOGUzOWY1MC01MTIyLTQyMzAtODY5My0zMTBhNzMzYWVlNWIifQ%3D%3D&activityId=9324&activity_id=9324
13,Mid Waist Baggy Jeans,Black,Oversized,Mid Rise,Long,61% Cotton 23% Polyester 7% Lyocell 7% viscose 2% Linen,Solid,Yes,School Work,Button Pocket Zipper,Wide Leg Trousers,https://img1.shopcider.com/product/1697521809000-T8TrJs.jpg,https://www.shopcider.com/goods/high-waist-straight-leg-jeans?style_id=1163518&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1025876&shopPage=12&shopIndex=13&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B13&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=14&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjk3NTIxODA5MDAwLVQ4VHJKcy5qcGciLCJzcHUiOjEwMjU4NzYsInNwdUNvZGUiOiJDRDIwMjIwOTE2MTc4NTYwSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTA2ODMtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzhlMzlmNTAtNTEyMi00MjMwLTg2OTMtMzEwYTczM2FlZTViIn0%3D&activityId=9324&activity_id=9324
14,Stretch Denim High Waist Flared Jeans,Blue,Regular,High Rise,Long,72% Cotton 25% Polyester 3% Elastane,Solid,No,School Daily Casual Coffee Shop,Button Zipper,Flared Trousers,https://img1.shopcider.com/product/1695884000000-MM5wS3.jpg,https://www.shopcider.com/goods/denim-high-waist-flared-jeans-1054012?style_id=1165610&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1054012&shopPage=12&shopIndex=14&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B14&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=15&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzA0MjU2OTI5MDAwLWhweEQ4Qy5qcGciLCJzcHUiOjEwNTQwMTIsInNwdUNvZGUiOiJDRDIwMjMwNjI4MzM2MDQ4Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTA2ODMtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzhlMzlmNTAtNTEyMi00MjMwLTg2OTMtMzEwYTczM2FlZTViIn0%3D&activityId=9324&activity_id=9324
16,High Stretch Cider Denim Fleece-lined High Rise Wide Leg Jeans,Blue,Oversized,High Rise,Long,56% Cotton 34% Polyester 7% Viscose 2% Elastane 1% Modal,Solid,Yes,Daily Casual,Button Pocket Zipper,Wide Leg Trousers,https://img.shopcider.com/hermes/video/1761534862000-sxmybb.jpeg,https://www.shopcider.com/goods/high-stretch-cider-denim-fleece-lined-high-rise-wide-leg-jeans-114786898?style_id=2187232&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114786898&shopPage=12&shopIndex=16&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B16&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=17&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6IjNkIiwiaXRlbVR5cGUiOjAsImxpc3RJZCI6MTI1MDYxLCJsaXN0VGl0bGUiOiJKZWFucyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkJTX0hPVF9SRUNBTEwsQ09MTEVDVElPTl9PRkZMSU5FIiwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6NDIuOTAsInNjZW5lIjoiQkVTVF9TRUxMRVIiLCJza2NGaXJzdEltZyI6IjE3NjE1MzQ4NjIwMDAtc3hteWJiLmpwZWciLCJzcHUiOjExNDc4Njg5OCwic3B1Q29kZSI6IkNEMjAyNTA2MDU2MjA3MTJLVCIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5MDY4My1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiJjOGUzOWY1MC01MTIyLTQyMzAtODY5My0zMTBhNzMzYWVlNWIifQ%3D%3D&activityId=9324&activity_id=9324
18,Middle Waist Solid Button Wide Leg Jeans,Blue,Regular,Mid Rise,Long,87% Cotton 7% Polyester 6% Viscose,Solid,Yes,School Daily Casual,Button Pocket,Wide Leg Trousers,https://img1.shopcider.com/product/1698733047000-Rzi85s.jpg,https://www.shopcider.com/goods/middle-waist-solid-button-wide-leg-jeans-103415549?style_id=1160180&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=103415549&shopPage=12&shopIndex=18&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B18&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=19&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue6ouS6uuinhumikSIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjM5LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxOC45OSwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc0NDE3OTYyMDAwMC1zYXJ0aWpfMzYwLm1wNCIsInNwdSI6MTAzNDE1NTQ5LCJzcHVDb2RlIjoiQ0QyMDIzMDgyODM3NTM4MkpOIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM2NzkwNjgzLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyNTA2MTpDb250cm9sIiwidHJhY2tpbmdJZCI6ImM4ZTM5ZjUwLTUxMjItNDIzMC04NjkzLTMxMGE3MzNhZWU1YiJ9&activityId=9324&activity_id=9324
19,Cider Denim Low Rise Straight Leg Jeans,Navy,Regular,Low Rise,Long,80% Cotton 15% Polyester 5% Viscose,Solid,Yes,Daily Casual,Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1754022300000-RjKGwT.jpg,https://www.shopcider.com/goods/denim-low-rise-straight-leg-jeans-114802368?style_id=2188953&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114802368&shopPage=12&shopIndex=19&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B19&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=20&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQyLjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzU0MDIyMzAwMDAwLVJqS0d3VC5qcGciLCJzcHUiOjExNDgwMjM2OCwic3B1Q29kZSI6IkNEMjAyNTA1Mjc2MTk0MTNKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5MDY4My1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiJjOGUzOWY1MC01MTIyLTQyMzAtODY5My0zMTBhNzMzYWVlNWIifQ%3D%3D&activityId=9324&activity_id=9324
20,High Stretch Denim High Waist Stretch Flared Jeans,Navy,Slim,High Rise,Long,90% Cotton 8% Polyester 2% Elastane,Solid,Yes,School Daily Casual Coffee Shop,,Flared Trousers,https://img1.shopcider.com/product/1760071295000-mKRAhJ.jpg,https://www.shopcider.com/goods/denim-high-waist-stretch-flared-jeans-104431490?style_id=2212532&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=104431490&shopPage=12&shopIndex=20&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B20&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=21&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM0LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzYwMDcxMjk1MDAwLW1LUkFoSi5qcGciLCJzcHUiOjEwNDQzMTQ5MCwic3B1Q29kZSI6IkNEMjAyMzEwMjc0MTIwNDZKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5MDY4My1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiJjOGUzOWY1MC01MTIyLTQyMzAtODY5My0zMTBhNzMzYWVlNWIifQ%3D%3D&activityId=9324&activity_id=9324
21,Leslie Denim High Waist Solid Tie Front Wide Leg Trousers,Blue,Regular,High Rise,Long,72% Cotton 21% Polyester 5% Viscose 2% Lyocell,Solid,No,School Daily Casual Picnic Outdoor,Elastic Waist Tie Front,Wide Leg Trousers,https://img1.shopcider.com/product/1717647651000-DiaXza.jpg,https://www.shopcider.com/goods/denim-high-waist-solid-tie-front-wide-leg-trousers-1041842?style_id=1160454&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1041842&shopPage=12&shopIndex=21&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B21&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=22&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjk4NzY1MDk0MDAwLUNLZlNjeC5qcGciLCJzcHUiOjEwNDE4NDIsInNwdUNvZGUiOiJDRDIwMjMwNDIxMjk4MTA3VFQiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTA2ODMtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzhlMzlmNTAtNTEyMi00MjMwLTg2OTMtMzEwYTczM2FlZTViIn0%3D&activityId=9324&activity_id=9324
23,Denim Mid Rise Pleated Wide Leg Jeans,Navy,Oversized,Mid Rise,Long,86% Cotton 8% Polyester 6% Viscose,Solid,Yes,Daily Casual,Pleated Zipper,Wide Leg Trousers,https://img1.shopcider.com/product/1742897388000-aiN755.jpg,https://www.shopcider.com/goods/denim-mid-rise-pleated-wide-leg-trousers-114495955?style_id=2153751&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114495955&shopPage=12&shopIndex=23&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B23&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=24&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxOC45OSwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc0NTgyNzIzNjAwMC1pZXpDOGQuanBnIiwic3B1IjoxMTQ0OTU5NTUsInNwdUNvZGUiOiJDRDIwMjUwMTAzNTkwNjIwSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTA2ODMtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzhlMzlmNTAtNTEyMi00MjMwLTg2OTMtMzEwYTczM2FlZTViIn0%3D&activityId=9324&activity_id=9324
24,High Stretch Denim High Rise Star Flared Jeans,Black,Regular,High Rise,Long,72% Cotton 25% Polyester 3% Elastane,Geometric,Yes,Daily Casual,Button,Flared Trousers,https://img1.shopcider.com/product/1680963197000-r52BQ2.jpg,https://www.shopcider.com/goods/denim-star-flared-jeans-1036412?style_id=140726&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1036412&shopPage=12&shopIndex=24&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B24&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=25&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ0LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjgwOTYzMTk3MDAwLXI1MkJRMi5qcGciLCJzcHUiOjEwMzY0MTIsInNwdUNvZGUiOiJDRDIwMjMwMjIzMjU3MjgySk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTA2ODMtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzhlMzlmNTAtNTEyMi00MjMwLTg2OTMtMzEwYTczM2FlZTViIn0%3D&activityId=9324&activity_id=9324
25,Mid Rise Ripped Straight Leg Jeans,Blue,Oversized,Mid Rise,Long,67% Cotton 16% viscose 15% Polyester 2% Modal,Solid,Yes,School Daily Casual Picnic,Button Ripped Zipper,Straight Leg Trousers,https://img1.shopcider.com/product/1681703410000-k7dbb4.jpg,https://www.shopcider.com/goods/high-waist-ripped-straight-leg-jeans-1035665?style_id=139857&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1035665&shopPage=12&shopIndex=25&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B25&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=26&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjgxNzAzNDEwMDAwLWs3ZGJiNC5qcGciLCJzcHUiOjEwMzU2NjUsInNwdUNvZGUiOiJDRDIwMjMwMjI0MjU4NjIwSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTA2ODMtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzhlMzlmNTAtNTEyMi00MjMwLTg2OTMtMzEwYTczM2FlZTViIn0%3D&activityId=9324&activity_id=9324
26,High Stretch Denim High Waist Solid Flared Jeans,Navy,Regular,High Rise,Long,69% Cotton 21% Polyester 6% Lyocell 2% Elastane 2% viscose,Solid,Yes,School Daily Casual Coffee Shop,Button Pocket,Flared Trousers,https://img1.shopcider.com/product/1692451688000-7aJGpa.jpg,https://www.shopcider.com/goods/denim-high-waist-solid-flared-jeans-100287029?style_id=1153092&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=100287029&shopPage=12&shopIndex=26&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B26&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=27&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM3LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjkyNDUxNjg4MDAwLTdhSkdwYS5qcGciLCJzcHUiOjEwMDI4NzAyOSwic3B1Q29kZSI6IkNEMjAyMzA2MTMzMzAxOTVKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5MDY4My1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiJjOGUzOWY1MC01MTIyLTQyMzAtODY5My0zMTBhNzMzYWVlNWIifQ%3D%3D&activityId=9324&activity_id=9324
27,Cider Denim Mid Rise Solid Pocket Straight Leg Jeans,Black,Regular,Mid Rise,Long,55% Cotton 36% Polyester 9% viscose,Solid,Yes,School,Pocket,Straight Leg Trousers,"https://img1.shopcider.com/product/1721714920000-CG8YyS.jpg?x-oss-process=image/resize,w_350,m_lfit/quality,Q_60/interlace,1",https://www.shopcider.com/goods/cider-denim-mid-rise-solid-pocket-straight-leg-jeans-111707976?style_id=2022619&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=111707976&shopPage=12&shopIndex=27&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B27&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=28&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM3LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzUxOTU1NjI5MDAwLWJiUTVjZC5qcGciLCJzcHUiOjExMTcwNzk3Niwic3B1Q29kZSI6IkNEMjAyNDA2MDc0OTQzOTFKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5MDY4My1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiJjOGUzOWY1MC01MTIyLTQyMzAtODY5My0zMTBhNzMzYWVlNWIifQ%3D%3D&activityId=9324&activity_id=9324
28,Denim Mid Rise Wide Leg Jeans,Black,Regular,Mid Rise,Long,62% Cotton 24% Polyester 5% Viscose 4% Lyocell 3% nylon 2% Acrylic,Solid,Yes,School Work,Button Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1662378826000-KcwEaj.jpg,https://www.shopcider.com/goods/denim-high-waist-wide-leg-trousers-11?style_id=127219&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1023659&shopPage=12&shopIndex=28&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B28&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=29&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM3LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjY3ODEzODc4MDAwLTY4a3Rpei5qcGciLCJzcHUiOjEwMjM2NTksInNwdUNvZGUiOiJDRDIwMjIwODAyMTQ4OTM2Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTA2ODMtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzhlMzlmNTAtNTEyMi00MjMwLTg2OTMtMzEwYTczM2FlZTViIn0%3D&activityId=9324&activity_id=9324
