Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
532,Oversized Faux Leather Ruffle Double Breasted Jacket,Brown,,,,,,,,,,,,,,https://img1.shopcider.com/product/1723449772000-QZ4tm2.jpg,https://www.shopcider.com/goods/faux-leather-collar-solid-ruffle-hem-button-pocket-oversized-jacket-112625590?style_id=2033971&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=112625590&shopPage=31&shopIndex=672&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B672&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=673&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjg3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MjM0NDk3NzIwMDAtUVo0dG0yLmpwZyIsInNwdSI6MTEyNjI1NTkwLCJzcHVDb2RlIjoiQ0QyMDI0MDcwNDUwNjYyOUpBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjU5MzYzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiJkMDJjNDUxMi00MjAyLTRkMjUtYWFjNS02NjBhMTE2MGQ0NWQifQ%3D%3D&activityId=10346&activity_id=10346
533,V-neck Button Asymmetrical Hem Blazer Vest,Grey,,,,,,,,,,,,,,https://img1.shopcider.com/product/1755606104000-b7Jwsw.jpg,https://www.shopcider.com/goods/v-neck-button-asymmetrical-hem-blazer-vest-114842747?style_id=2194121&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114842747&shopPage=31&shopIndex=673&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B673&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=674&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM0LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTU2MDYxMDQwMDAtYjdKd3N3LmpwZyIsInNwdSI6MTE0ODQyNzQ3LCJzcHVDb2RlIjoiQ0QyMDI1MDYxMzYyMjg1MlRUIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjU5MzYzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiJkMDJjNDUxMi00MjAyLTRkMjUtYWFjNS02NjBhMTE2MGQ0NWQifQ%3D%3D&activityId=10346&activity_id=10346
534,Notched Collar Oversized Blazer,Blue,,,,,,,,,,,,,,https://img1.shopcider.com/product/1737425840000-aHTF38.jpg,https://www.shopcider.com/goods/notched-collar-oversized-blazer-114373552?style_id=2123052&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114373552&shopPage=31&shopIndex=674&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B674&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=675&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjY0LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MzkzNTI4MTMwMDAtNk5KWEU0LmpwZyIsInNwdSI6MTE0MzczNTUyLCJzcHVDb2RlIjoiQ0QyMDI0MTEyNTU4MjA2NVRUIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjU5MzYzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiJkMDJjNDUxMi00MjAyLTRkMjUtYWFjNS02NjBhMTE2MGQ0NWQifQ%3D%3D&activityId=10346&activity_id=10346
535,Collar Solid Pocket Oversized Blazer,Blue,,,,,,,,,,,,,,https://img1.shopcider.com/product/1723101021000-GQDXCS.jpg,https://www.shopcider.com/goods/collar-solid-pocket-oversized-blazer-112561023?style_id=2032556&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=112561023&shopPage=31&shopIndex=675&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B675&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=676&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MjMxMDEwMjEwMDAtR1FEWENTLmpwZyIsInNwdSI6MTEyNTYxMDIzLCJzcHVDb2RlIjoiQ0QyMDI0MDYyNzUwMjY5MVRUIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjU5MzYzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiJkMDJjNDUxMi00MjAyLTRkMjUtYWFjNS02NjBhMTE2MGQ0NWQifQ%3D%3D&activityId=10346&activity_id=10346
536,V-neck Ruched Blazer,White,,,,,,,,,,,,,,https://img1.shopcider.com/product/1729732634000-HtXjMJ.jpg,https://www.shopcider.com/goods/v-neck-ruched-blazer-114023281?style_id=2070412&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114023281&shopPage=31&shopIndex=679&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B679&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=680&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWFqOi6q%20WbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjpmYWxzZSwic2FsZVByaWNlIjo1Ny45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzI5ODU1MDM3MDAwLUFCRlNQQy5qcGciLCJzcHUiOjExNDAyMzI4MSwic3B1Q29kZSI6IkNEMjAyNDA3MTE1MTAxNTFNRCIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzY2MjM4Ni1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNmExNzRiOTktNjUzZC00Nzc4LThhYmYtYTVlZTliMjcxM2NjIn0%3D&activityId=10346&activity_id=10346
537,Notched Collar Roll-up Mid-length Blazer,Black,,,,,,,,,,,,,,https://img1.shopcider.com/product/1738931228000-keJzA8.jpg,https://www.shopcider.com/goods/notched-collar-roll-up-blazer-114385324?style_id=2125497&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114385324&shopPage=31&shopIndex=682&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B682&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=683&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjY0LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MzkzNTI5ODgwMDAtZU0zZmRSLmpwZyIsInNwdSI6MTE0Mzg1MzI0LCJzcHVDb2RlIjoiQ0QyMDI0MTEyODU4MjU1MkJaIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjYyMzg2LXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2YTE3NGI5OS02NTNkLTQ3NzgtOGFiZi1hNWVlOWIyNzEzY2MifQ%3D%3D&activityId=10346&activity_id=10346
538,Collar Quilted Geometric Button Puffer Jacket,White,,,,,,,,,,,,,,https://img1.shopcider.com/product/1690208483000-xcc4Wi.jpg,https://www.shopcider.com/goods/collar-geometric-button-puffer-coat-1052903?style_id=1151010&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=1052903&shopPage=31&shopIndex=684&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B684&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=685&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjcyLjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE2OTAyMDg0ODMwMDAtYkF5R0hhLmpwZyIsInNwdSI6MTA1MjkwMywic3B1Q29kZSI6IkNEMjAyMzA0MjYzMDI0NTVPVSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzY2MjM4Ni1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNmExNzRiOTktNjUzZC00Nzc4LThhYmYtYTVlZTliMjcxM2NjIn0%3D&activityId=10346&activity_id=10346
539,100% Cotton Collar Zip Through Oversized Crop Jacket,Green,,,,,,,,,,,,,,https://img1.shopcider.com/product/1757329278000-8k7CYi.jpg,https://www.shopcider.com/goods/100-cotton-collar-zip-through-oversized-crop-jacket-114886507?style_id=2200569&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114886507&shopPage=31&shopIndex=685&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B685&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=686&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTczMjkyNzgwMDAtOGs3Q1lpLmpwZyIsInNwdSI6MTE0ODg2NTA3LCJzcHVDb2RlIjoiQ0QyMDI1MDYwNjYyMDY2N0pBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjYyMzg2LXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2YTE3NGI5OS02NTNkLTQ3NzgtOGFiZi1hNWVlOWIyNzEzY2MifQ%3D%3D&activityId=10346&activity_id=10346
540,Collar Solid Belted Blazer,Grey,,,,,,,,,,,,,,https://img1.shopcider.com/product/1725378225000-Q8hYFb.jpg,https://www.shopcider.com/goods/collar-solid-belted-blazer-113693709?style_id=2046335&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=113693709&shopPage=31&shopIndex=686&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B686&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=687&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MjUzNzgyMjUwMDAtUThoWUZiLmpwZyIsInNwdSI6MTEzNjkzNzA5LCJzcHVDb2RlIjoiQ0QyMDI0MDcwODUwNzg5MEJaIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjYyMzg2LXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2YTE3NGI5OS02NTNkLTQ3NzgtOGFiZi1hNWVlOWIyNzEzY2MifQ%3D%3D&activityId=10346&activity_id=10346
541,Blazer With Belt,Creamy White,,,,,,,,,,,,,,https://img1.shopcider.com/product/1689569204000-tXC5cT.jpg,https://www.shopcider.com/goods/collar-solid-blazer-1050892?style_id=1149000&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=1050892&shopPage=31&shopIndex=689&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B689&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=690&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ0LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE2ODk1NjkyMDQwMDAtdFhDNWNULmpwZyIsInNwdSI6MTA1MDg5Miwic3B1Q29kZSI6IkNEMjAyMzA2MDUzMjU4MDNCWiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzY2MjM4Ni1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNmExNzRiOTktNjUzZC00Nzc4LThhYmYtYTVlZTliMjcxM2NjIn0%3D&activityId=10346&activity_id=10346
542,Collar Solid Button Crop Blazer,Brown,,,,,,,,,,,,,,https://img1.shopcider.com/product/1723471184000-nsFaa2.jpg,https://www.shopcider.com/goods/collar-solid-button-crop-blazer-112338537?style_id=2030886&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=112338537&shopPage=31&shopIndex=695&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B695&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=696&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjUyLjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MjM0NzExODQwMDAtbnNGYWEyLmpwZyIsInNwdSI6MTEyMzM4NTM3LCJzcHVDb2RlIjoiQ0QyMDI0MDYyNzUwMjcwNFRUIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzNjYyMzg2LXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2YTE3NGI5OS02NTNkLTQ3NzgtOGFiZi1hNWVlOWIyNzEzY2MifQ%3D%3D&activityId=10346&activity_id=10346
