Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
190,Knit Colorblock Patchy Collar Long Sleeve Button Cardigan,multicolor,Regular,,,42% Acrylic 30% Polyester 28% Polyamide,Solid,,Collar,,,,Daily Casual,Button,,https://img1.shopcider.com/product/1755078945000-ZxiAzs.jpg,https://www.shopcider.com/goods/knit-patchy-collar-long-sleeve-button-cardigan-114822160?style_id=2191521&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114822160&shopPage=16&shopIndex=196&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=197&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1NTA3ODk0NTAwMC1aeGlBenMuanBnIiwic3B1IjoxMTQ4MjIxNjAsInNwdUNvZGUiOiJDRDIwMjUwNjE2NjIzMjExQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzOTA3NTktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiOTQwNDhhMjMtZDNiNS00ODQ3LTlmMTEtYzllMzFmZDU0YmQxIn0%3D&listType=2&listTitle=Cardigans
191,Knit Crochet V-Neck Beaded Hollow Out Knotted Cardigan,Brown,Regular,,,50% Polyester 50% recycled polyester,Solid,,Round Neckline,,,,Daily Casual,Hollow Out Knotted,,https://img1.shopcider.com/product/1748348778000-m8R8yJ.jpg,https://www.shopcider.com/goods/knit-crochet-round-neckline-hollow-out-knotted-cardigan-114735964?style_id=2179592&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114735964&shopPage=16&shopIndex=197&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=198&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc0ODM0ODc3ODAwMC1tOFI4eUouanBnIiwic3B1IjoxMTQ3MzU5NjQsInNwdUNvZGUiOiJDRDIwMjUwNDE3NjExMjcyQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzOTA3NTktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiOTQwNDhhMjMtZDNiNS00ODQ3LTlmMTEtYzllMzFmZDU0YmQxIn0%3D&listType=2&listTitle=Cardigans
192,Knit Round Neckline Contrasting Binding Cardigan,Black,Regular,,,100% Polyester,Solid,,Round Neckline,,,,Work,Contrasting Binding,,https://img1.shopcider.com/product/1729959929000-TbKGy6.jpg,https://www.shopcider.com/goods/knit-round-neckline-contrasting-binding-cardigan-114023771?style_id=2070815&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114023771&shopPage=16&shopIndex=198&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=199&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJvcmlnaW5hbFByaWNlIjo0OS45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6MjkuOTQsInNjZW5lIjoiQkVTVF9TRUxMRVIiLCJza2NGaXJzdEltZyI6IjE3Mjk5NTk5MjkwMDAtVGJLR3k2LmpwZyIsInNwdSI6MTE0MDIzNzcxLCJzcHVDb2RlIjoiQ0QyMDI0MDgyMTUzNjA1OENHIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM1MzkwNzU5LWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjYyNTpDb250cm9sIiwidHJhY2tpbmdJZCI6Ijk0MDQ4YTIzLWQzYjUtNDg0Ny05ZjExLWM5ZTMxZmQ1NGJkMSJ9&listType=2&listTitle=Cardigans
193,Knit V-neck Bell Sleeve Tie Front Hollow Out Cardigan With Cami Top,Green,Regular,,,98% Acrylic 2% Polyamide,Solid,,V-neck,,,,Daily Casual,Hollow Out Tie Front,,https://img1.shopcider.com/product/1757916473000-zaP66s.jpg,https://www.shopcider.com/goods/knit-v-neck-bell-sleeve-tie-front-hollow-out-cardigan-with-cami-top-114832007?style_id=2193835&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114832007&shopPage=16&shopIndex=199&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=200&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1NzkxNjQ3MzAwMC16YVA2NnMuanBnIiwic3B1IjoxMTQ4MzIwMDcsInNwdUNvZGUiOiJDRDIwMjUwNjEzNjIyNzM0Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzOTA3NTktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiOTQwNDhhMjMtZDNiNS00ODQ3LTlmMTEtYzllMzFmZDU0YmQxIn0%3D&listType=2&listTitle=Cardigans
194,Round Neckline Floral Cardigan,Brown,Regular,,,55% Acrylic 25% Polyamide 20% Polyester,Floral,,Round Neckline,,,,School,,,https://img1.shopcider.com/product/1729775964000-m5Wyrc.jpg,https://www.shopcider.com/goods/wool-blend-round-neckline-floral-cardigan-114022551?style_id=2069840&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114022551&shopPage=16&shopIndex=200&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=201&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6IuaooeaLjeWkp%20eJh%20WbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJvcmlnaW5hbFByaWNlIjo0Ny45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOmZhbHNlLCJzYWxlUHJpY2UiOjM4LjMyLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzMxMzAzMjk1MDAwLXRSNWs3cC5qcGciLCJzcHUiOjExNDAyMjU1MSwic3B1Q29kZSI6IkNEMjAyNDA4MTI1MzAxNDBDRyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNTM5MDc1OS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiI5NDA0OGEyMy1kM2I1LTQ4NDctOWYxMS1jOWUzMWZkNTRiZDEifQ%3D%3D&listType=2&listTitle=Cardigans
195,Knit Peter Pan Collar Short Sleeve Cardigan,Creamy white,Regular,,,90% Cotton 10% Polyamide,Solid,,Collar,,,,Daily Casual,Button,,https://img1.shopcider.com/product/1752821464000-dtrPJE.jpg,https://www.shopcider.com/goods/knit-peter-pan-collar-short-sleeve-peplum-hem-cardigan-114773414?style_id=2185351&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114773414&shopPage=16&shopIndex=201&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=202&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJvcmlnaW5hbFByaWNlIjozNy45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6MTguOTksInNjZW5lIjoiQkVTVF9TRUxMRVIiLCJza2NGaXJzdEltZyI6IjE3NTI4MjE0NjQwMDAtZHRyUEpFLmpwZyIsInNwdSI6MTE0NzczNDE0LCJzcHVDb2RlIjoiQ0QyMDI1MDUyMDYxODAxNENHIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM1MzkwNzU5LWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjYyNTpDb250cm9sIiwidHJhY2tpbmdJZCI6Ijk0MDQ4YTIzLWQzYjUtNDg0Ny05ZjExLWM5ZTMxZmQ1NGJkMSJ9&listType=2&listTitle=Cardigans
196,Knit Collar Floral Lace Cardigan,Yellow,Regular,,,42% Acrylic 30% Polyester 28% Polyamide,Floral,,Collar,,,,School,Lace,,https://img1.shopcider.com/product/1730166565000-TnpJxw.jpg,https://www.shopcider.com/goods/knit-collar-floral-lace-cardigan-114015625?style_id=2071370&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114015625&shopPage=16&shopIndex=202&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=203&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJvcmlnaW5hbFByaWNlIjo0Ny45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6MjguNzQsInNjZW5lIjoiQkVTVF9TRUxMRVIiLCJza2NGaXJzdEltZyI6IjE3MzAxNjY1NjUwMDAtVG5wSnh3LmpwZyIsInNwdSI6MTE0MDE1NjI1LCJzcHVDb2RlIjoiQ0QyMDI0MDgxNDUzMTAxOENHIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM1MzkwNzU5LWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjYyNTpDb250cm9sIiwidHJhY2tpbmdJZCI6Ijk0MDQ4YTIzLWQzYjUtNDg0Ny05ZjExLWM5ZTMxZmQ1NGJkMSJ9&listType=2&listTitle=Cardigans
197,Knit Wool-blend Bowknot Collar Long Sleeve Zip Through Oversized Cardigan,multicolor,Oversized,,,49% recycled polyester 21% Polyester 15% Polyamide 8% Acrylic 5% Wool 2% Elastane; 42% Acrylic 30% Polyamide 28% Polyester,Solid,,Collar,,,,Daily Casual,Bowknot Zipper,,https://img1.shopcider.com/product/1759196683000-QJsD5P.jpg,https://www.shopcider.com/goods/knit-wool-blend-bowknot-collar-long-sleeve-zip-through-oversized-cardigan-114974358?style_id=2212673&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114974358&shopPage=16&shopIndex=204&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=205&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0NC45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc2MDUwNzIxODAwMC1uQ1lKNmYuanBnIiwic3B1IjoxMTQ5NzQzNTgsInNwdUNvZGUiOiJDRDIwMjUwODA2NjM2MDQzQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzOTA3NTktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiOTQwNDhhMjMtZDNiNS00ODQ3LTlmMTEtYzllMzFmZDU0YmQxIn0%3D&listType=2&listTitle=Cardigans
198,Colorblock Round Neck Oversized Cardigan,multicolor,Oversized,,,100% Acrylic,Solid,,Round Neckline,,,,Daily Casual,Button,,https://img1.shopcider.com/product/1759884244000-SPdhtm.jpg,https://www.shopcider.com/goods/colorblock-round-neck-oversized-cardigan-114970028?style_id=2211449&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114970028&shopPage=16&shopIndex=206&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=207&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Ny45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1OTg4NDI0NDAwMC1TUGRodG0uanBnIiwic3B1IjoxMTQ5NzAwMjgsInNwdUNvZGUiOiJDRDIwMjUwODA4NjM2NzgxQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzOTA3NTktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiOTQwNDhhMjMtZDNiNS00ODQ3LTlmMTEtYzllMzFmZDU0YmQxIn0%3D&listType=2&listTitle=Cardigans
199,Knit Collar Deer Abstract Oversized Fair Isle Cardigan,multicolor,Oversized,,,47% Polyester 28% Polyamide 25% Acrylic,Abstract,,Collar,,,,School,,,https://img1.shopcider.com/product/1731310081000-YzS3y8.jpg,https://www.shopcider.com/goods/knit-collar-abstract-oversized-cardigan-114130320?style_id=2092079&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114130320&shopPage=16&shopIndex=207&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=208&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOS45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTczMTMxMDA4MTAwMC1ZelMzeTguanBnIiwic3B1IjoxMTQxMzAzMjAsInNwdUNvZGUiOiJDRDIwMjQwOTI3NTU5NDA5Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzOTA3NTktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiOTQwNDhhMjMtZDNiNS00ODQ3LTlmMTEtYzllMzFmZDU0YmQxIn0%3D&listType=2&listTitle=Cardigans
200,Fuzzy Collarless Stripe Knitted Crop Shrug,multicolor,Regular,,Crop,90% Polyester 10% spandex,Stripes Placement Graphic,,Collarless,,,,School Daily Casual,,,https://img1.shopcider.com/product/1695727934000-Z2yMH2.jpg,https://www.shopcider.com/goods/collarless-stripe-knitted-top-101862778?style_id=1156372&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=101862778&shopPage=16&shopIndex=208&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=209&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue7huiKguWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6ZmFsc2UsInNhbGVQcmljZSI6MzcuOTAsInNjZW5lIjoiQkVTVF9TRUxMRVIiLCJza2NGaXJzdEltZyI6IjE2OTg2NjQ4ODUwMDAtUEIzV3BILmpwZyIsInNwdSI6MTAxODYyNzc4LCJzcHVDb2RlIjoiQ0QyMDIzMDcyNjM1Mzg0MUtDVCIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNTM5MDc1OS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiI5NDA0OGEyMy1kM2I1LTQ4NDctOWYxMS1jOWUzMWZkNTRiZDEifQ%3D%3D&listType=2&listTitle=Cardigans
201,Cable Knit Wool-blend Stand Collar Ruffle Bell Sleeve Cardigan,Pink,Regular,,,65% Polyester 13% Polyamide 13% Acrylic 6% Wool 3% Elastane,Solid,,Mandarin Collar/Stand Collar,,,,Daily Casual,Button Lettuce Trim,,https://img1.shopcider.com/product/1758267687000-TXDtt5.jpg,https://www.shopcider.com/goods/cable-knit-wool-blend-stand-collar-ruffle-bell-sleeve-cardigan-114942379?style_id=2207068&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114942379&shopPage=16&shopIndex=209&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=210&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOS45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1NzQwMjU4MTAwMC1BUENuZXkuanBnIiwic3B1IjoxMTQ5NDIzNzksInNwdUNvZGUiOiJDRDIwMjUwNjAzNjIwMjc4Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzOTA3NTktYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiOTQwNDhhMjMtZDNiNS00ODQ3LTlmMTEtYzllMzFmZDU0YmQxIn0%3D&listType=2&listTitle=Cardigans
